attendance,participation,assignment score,year_of study,number of subjects taken,class size,peer performance,cats,rats,Final exam
14,20,8,6,5,140,79,8,9,82
16,13,2,4,7,85,19,18,2,57
20,16,7,2,7,142,88,12,9,92
8,17,2,6,3,165,45,1,3,42
15,5,7,3,5,152,47,34,3,70
15,17,6,5,3,111,38,3,7,68
10,18,7,5,3,193,34,1,10,63
8,20,1,3,6,102,46,16,1,51
13,10,10,2,3,186,22,8,5,62
4,8,4,6,4,133,85,25,1,45
5,9,5,4,5,115,88,39,8,67
17,5,7,3,3,54,86,26,9,83
19,20,10,2,7,40,95,5,10,99
11,10,7,6,5,164,62,31,9,74
1,1,3,6,4,72,66,10,3,20
15,20,5,4,4,192,32,38,10,93
16,3,5,4,3,189,33,16,4,54
15,8,7,6,3,91,58,11,8,67
16,11,2,5,4,181,62,13,10,67
5,3,7,3,3,89,65,34,4,55
2,14,7,1,5,171,6,10,3,39
10,17,3,5,6,114,28,40,3,68
4,19,5,5,7,157,57,28,1,57
3,13,3,3,6,119,73,19,2,44
6,9,1,4,7,60,75,17,10,49
11,19,10,5,5,121,94,9,4,77
6,2,2,2,3,174,76,35,2,46
15,5,2,6,5,88,100,15,8,62
17,10,4,5,4,129,46,8,2,57
14,9,4,6,4,40,55,39,8,77
10,6,4,5,3,148,55,13,4,46
2,1,3,4,6,92,100,37,7,48
14,5,8,4,4,147,20,23,7,64
7,16,7,2,4,61,21,6,9,58
16,7,8,3,4,97,26,25,5,71
15,8,7,5,7,87,32,37,3,72
1,18,10,4,6,76,65,26,10,72
14,7,6,3,4,110,52,3,7,57
3,8,10,6,7,93,54,21,6,52
18,6,6,6,5,71,13,9,4,56
14,14,2,4,3,129,47,7,3,54
14,13,10,2,5,123,21,9,4,67
17,7,3,4,4,140,43,38,3,71
1,9,6,4,4,134,33,31,10,53
20,16,8,6,5,78,77,25,8,98
11,1,2,6,3,127,22,39,10,56
10,14,4,6,7,132,88,33,6,73
10,1,8,5,5,181,6,14,8,45
12,4,9,2,3,104,28,18,6,60
15,18,6,4,4,62,62,25,10,90
2,15,5,3,7,75,68,36,6,63
16,15,5,4,4,132,65,20,3,74
3,20,2,2,7,89,37,19,7,52
4,7,8,2,3,173,89,17,3,51
7,7,7,3,5,164,53,29,8,62
16,15,5,4,5,52,56,4,6,67
5,13,8,1,7,166,28,3,8,49
15,13,4,1,6,87,43,24,2,68
13,17,3,6,7,164,36,34,3,69
19,6,8,2,6,165,74,18,8,80
3,7,4,3,4,109,18,7,7,31
18,14,2,2,5,51,78,8,1,65
7,15,6,3,6,56,56,4,5,52
17,20,10,6,5,53,24,18,3,84
18,13,8,5,3,116,48,9,5,74
10,12,1,2,4,68,67,14,9,58
1,6,6,5,3,42,98,11,5,40
4,10,5,4,5,147,44,24,2,44
3,7,5,6,4,185,57,14,2,34
12,18,10,6,3,158,83,40,6,97
5,18,2,3,7,181,25,6,6,41
16,16,5,1,5,155,73,23,5,82
8,16,3,3,4,192,9,26,8,60
2,15,7,5,6,163,5,21,2,42
8,4,9,5,7,187,46,23,6,54
18,6,7,4,6,175,89,12,5,70
11,3,9,2,3,166,13,24,9,62
9,4,6,6,3,119,43,7,10,47
5,8,7,1,6,169,68,21,3,51
16,15,7,3,7,106,76,20,9,86
6,19,10,6,3,55,12,20,2,62
1,16,2,4,3,69,77,31,6,56
9,14,7,5,6,85,11,17,4,55
16,17,9,6,6,121,68,14,7,84
11,11,3,6,6,75,67,2,8,51
4,6,2,5,3,145,57,17,5,36
17,13,3,2,4,104,51,23,4,73
16,17,6,6,7,179,45,14,6,73
12,6,6,4,4,185,56,4,4,48
4,20,9,3,5,70,29,16,5,62
10,11,9,5,5,180,90,16,5,68
14,4,5,2,5,85,56,39,9,76
9,9,2,2,7,46,26,22,8,52
18,1,4,3,5,188,47,16,6,58
1,15,6,2,7,66,8,16,10,48
5,11,3,4,3,98,95,24,6,57
14,14,7,4,5,174,33,28,10,81
12,3,2,4,7,77,72,32,9,62
9,1,4,4,3,152,53,36,10,60
2,11,7,5,4,93,6,37,8,56
9,15,4,5,7,113,73,28,2,63
6,1,6,4,5,138,83,13,1,37
16,13,10,5,4,160,76,17,8,86
9,6,9,3,7,197,94,37,3,71
6,10,9,5,4,135,74,21,6,62
16,1,1,3,3,83,91,7,8,53
16,18,10,5,6,148,95,33,5,99
6,16,6,2,5,181,74,26,8,70
7,5,6,3,6,196,61,18,1,43
15,16,1,4,6,171,19,9,6,56
13,15,4,6,5,97,23,33,8,74
7,18,3,5,6,95,6,37,4,61
16,2,4,1,7,157,51,22,8,63
12,7,8,4,7,78,27,4,2,46
7,2,1,6,7,85,60,15,8,36
14,7,9,1,6,109,44,25,10,78
18,7,1,4,6,191,78,29,3,67
13,20,7,6,3,64,40,32,8,88
20,3,4,5,5,41,11,35,3,67
13,12,5,5,4,200,57,10,8,63
5,13,4,4,4,69,28,18,9,52
14,3,1,4,7,177,53,36,2,54
5,19,5,3,4,161,8,1,1,38
18,12,1,1,4,63,48,28,10,80
12,15,8,3,4,179,91,34,9,92
17,5,5,4,5,110,69,4,2,54
19,20,9,1,6,64,75,30,1,99
1,13,4,3,5,144,38,13,2,34
10,18,3,5,5,41,72,31,10,79
14,4,5,5,7,48,62,38,7,72
12,20,8,2,4,62,37,18,5,78
14,9,9,6,6,113,60,29,7,78
17,1,3,3,3,136,63,29,8,68
18,6,4,1,5,137,97,36,5,83
7,1,10,1,3,43,21,33,7,60
11,7,6,4,6,111,1,38,7,64
19,17,7,4,4,138,3,33,9,92
12,4,10,4,6,189,23,2,8,51
19,11,6,1,4,182,70,21,3,79
11,14,4,5,5,61,29,23,2,58
14,1,7,6,7,109,74,26,6,64
17,1,9,3,4,102,73,23,4,71
19,15,8,2,7,118,95,31,5,98
6,1,4,5,4,71,77,27,7,48
11,14,9,3,3,62,62,18,1,69
6,12,3,5,5,130,84,16,10,57
6,16,4,4,5,146,100,7,9,59
4,15,7,5,7,78,4,38,2,56
12,12,3,3,4,163,17,30,4,61
1,6,1,5,6,90,71,29,10,43
19,16,2,6,5,166,3,13,8,67
3,6,10,5,7,198,93,21,8,57
17,5,3,1,5,79,40,6,3,51
16,7,1,3,3,55,34,9,5,51
14,16,1,2,4,186,40,13,1,55
5,1,6,6,4,169,1,29,4,36
9,1,6,1,6,55,59,7,5,42
4,5,4,4,7,153,88,26,5,47
1,12,9,1,5,82,74,31,3,61
6,11,10,2,7,122,36,16,2,53
6,18,6,5,6,155,62,15,6,60
16,7,10,2,7,131,22,26,4,73
17,16,4,2,4,75,80,35,6,92
1,20,6,1,4,178,37,5,1,41
1,6,6,5,4,151,32,24,2,34
5,7,3,4,3,120,57,36,7,55
13,1,2,4,7,124,46,34,9,59
20,7,3,2,6,97,59,23,9,77
3,17,5,3,5,115,29,38,3,60
9,12,2,2,3,185,5,37,3,56
19,15,10,1,4,63,42,18,6,90
20,2,2,5,5,172,62,23,3,60
14,14,8,2,3,86,33,4,4,64
14,4,6,5,5,77,63,29,9,71
18,7,7,4,4,158,23,39,7,82
8,6,3,4,7,104,35,23,1,40
10,3,7,2,5,150,39,35,1,56
16,19,2,6,6,41,2,3,10,62
20,10,3,2,4,195,77,6,1,63
10,5,2,2,7,48,2,5,5,32
6,19,1,3,6,187,6,2,9,42
11,1,9,1,5,148,9,30,2,54
7,15,6,3,5,195,96,5,1,52
17,7,6,2,3,189,82,19,3,71
20,5,5,6,7,143,83,13,7,70
1,3,4,6,4,200,5,11,7,21
11,3,3,2,3,121,18,36,3,52
5,7,5,3,6,162,6,31,2,42
1,17,3,2,5,93,97,9,1,43
18,12,8,6,4,195,79,14,1,74
1,17,10,5,4,164,49,12,2,50
4,15,5,3,7,167,11,26,2,47
16,16,3,1,5,162,16,26,4,71
8,20,1,3,7,175,13,30,5,59
5,4,9,4,7,100,69,25,8,57
17,19,3,1,4,163,20,3,10,71
3,2,10,2,6,103,95,11,2,42
8,17,2,1,4,114,61,23,4,61
20,2,9,5,4,111,92,15,2,72
12,8,10,5,7,189,72,22,7,72
14,6,4,3,3,159,72,14,10,65
3,9,2,1,7,138,38,18,9,41
20,12,4,1,3,54,63,38,10,98
8,5,1,1,5,132,7,7,2,25
8,1,10,6,6,156,4,21,9,49
2,8,5,1,3,192,100,16,2,43
11,17,10,5,3,94,45,1,2,62
4,9,3,3,6,79,33,29,10,52
18,11,5,6,3,169,38,38,10,87
19,9,2,4,6,96,17,28,2,64
5,15,5,4,3,179,65,15,8,57
17,6,7,6,3,128,17,1,7,55
7,5,7,1,3,103,36,13,2,43
13,12,1,3,3,80,67,33,5,70
19,18,3,3,6,128,75,12,9,83
11,2,6,5,3,177,24,24,7,53
10,16,3,5,7,56,53,35,2,66
2,4,8,6,3,110,30,22,3,37
19,20,10,3,7,129,41,2,10,88
11,19,5,6,7,70,60,10,2,60
3,9,1,1,7,146,30,17,8,36
7,19,10,1,5,168,83,29,7,85
1,4,8,6,7,176,95,15,5,40
11,20,3,3,7,146,46,7,8,63
12,15,8,1,3,107,11,17,7,71
13,10,1,6,5,78,90,2,10,56
9,13,1,6,3,61,62,18,2,49
11,18,10,1,6,52,29,34,8,89
14,9,4,3,4,64,2,37,2,64
10,12,4,2,5,149,98,28,2,67
5,13,10,5,6,177,74,32,9,75
13,2,4,3,5,93,2,16,1,39
13,9,10,4,3,183,82,11,10,76
11,2,8,2,5,142,60,26,8,65
16,13,6,5,3,108,17,5,3,58
13,10,6,6,6,195,93,15,5,65
1,11,2,2,5,128,90,32,2,47
4,15,4,6,5,118,83,12,10,55
4,17,1,1,7,59,19,26,9,54
17,18,6,5,7,164,51,26,9,88
18,4,6,3,4,127,49,31,8,78
15,8,2,6,6,197,44,21,9,61
6,2,4,3,7,58,100,27,3,48
18,3,1,1,7,60,95,11,5,59
4,20,7,4,5,122,58,39,3,72
12,7,3,5,7,50,99,19,2,56
9,7,7,3,4,180,55,37,2,63
10,2,6,3,4,97,9,24,6,49
5,14,5,1,5,146,68,38,3,66
19,10,3,6,3,43,70,11,9,73
19,11,9,6,5,53,56,35,6,93
13,14,7,6,6,114,9,36,9,79
13,4,2,5,6,125,52,22,8,54
12,6,10,6,7,135,48,14,6,61
4,10,10,1,6,185,93,35,4,70
13,10,3,6,7,158,43,4,2,43
2,9,2,2,3,116,21,23,6,38
2,17,4,1,3,89,68,26,10,65
7,12,4,5,4,176,61,15,4,49
11,11,8,3,7,105,29,9,10,63
19,17,4,1,6,166,88,16,2,80
7,8,1,2,3,166,31,30,4,46
16,11,2,4,4,183,17,36,7,72
18,18,8,1,7,169,92,36,4,101
18,17,3,6,5,163,83,28,4,83
8,14,10,3,4,153,59,6,6,62
19,2,6,4,3,104,39,4,9,61
14,13,2,1,4,175,34,30,1,64
6,1,1,4,7,149,98,10,8,35
19,17,3,3,4,59,14,25,5,78
16,9,8,4,6,112,85,3,5,67
8,14,1,5,7,52,12,34,5,54
18,7,1,5,4,200,4,19,5,53
4,7,1,4,5,89,83,23,7,45
15,3,4,6,3,196,90,37,8,74
8,11,6,5,5,53,44,6,5,48
15,12,7,2,6,189,9,25,1,65
9,7,10,4,3,196,5,16,7,55
6,14,8,3,6,85,64,25,7,68
13,20,6,2,6,116,21,10,5,68
12,6,5,3,3,79,49,8,7,53
8,7,5,1,7,140,14,31,2,49
5,5,7,3,4,55,80,38,3,60
8,11,8,2,4,59,76,33,9,79
12,15,10,6,5,191,52,28,6,81
15,20,8,2,5,181,25,29,7,89
16,2,10,2,7,93,76,6,9,68
1,17,4,1,6,61,66,17,2,47
7,20,5,4,7,66,38,17,2,57
10,3,7,5,4,102,54,32,4,59
16,7,8,5,5,177,46,16,5,66
9,2,4,4,5,183,27,22,10,48
6,2,2,6,7,169,94,33,9,51
10,15,8,5,5,180,38,21,1,62
9,13,5,5,5,129,64,16,4,57
3,17,1,3,3,140,86,8,3,43
7,20,8,1,5,71,23,32,9,80
20,13,9,4,6,176,51,2,5,75
2,12,10,6,5,124,65,22,5,57
15,18,8,3,3,60,98,30,3,94
7,15,5,5,5,61,99,17,3,60
14,2,4,3,7,173,33,9,10,50
20,5,4,4,7,95,34,19,1,60
9,5,4,5,5,44,67,31,7,59
4,1,5,3,6,153,66,18,7,39
2,19,4,2,5,84,53,24,6,58
11,18,6,2,3,98,51,39,9,89
12,19,7,1,4,89,83,14,5,79
15,10,9,5,5,78,66,36,3,83
5,4,3,1,7,111,46,12,1,29
13,18,3,4,4,139,53,10,6,65
10,6,1,6,5,143,94,35,3,57
11,16,9,3,5,51,23,33,8,83
19,19,6,2,5,66,68,10,3,82
20,3,6,5,5,62,59,14,10,73
18,12,4,4,5,77,25,25,6,74
13,12,1,5,7,148,93,7,10,60
3,10,2,1,4,76,22,16,2,32
17,9,3,4,7,147,49,4,2,51
14,19,2,4,4,66,51,3,4,60
6,19,4,2,5,182,65,1,8,54
11,12,4,4,7,141,79,31,3,67
14,14,9,1,3,103,47,38,2,86
13,17,2,2,6,52,20,1,10,58
12,10,8,2,7,146,96,3,3,60
15,15,4,2,6,64,67,37,2,81
20,10,1,2,5,174,85,16,5,71
3,11,4,4,7,187,66,14,3,39
17,6,4,2,6,98,60,26,3,67
2,5,6,1,6,197,94,3,8,39
17,18,8,1,6,61,82,2,10,87
20,8,9,4,3,151,79,37,2,91
10,12,5,2,7,99,48,16,10,64
18,17,6,3,3,145,71,30,3,90
11,15,9,4,4,131,94,1,6,69
4,3,1,3,3,48,28,1,4,18
2,7,3,4,3,192,95,15,7,41
13,20,1,6,6,139,99,19,3,70
14,16,6,3,3,178,3,14,7,67
5,1,8,1,4,80,74,18,9,53
15,3,3,4,7,196,1,3,3,34
18,12,3,5,5,47,30,39,3,77
14,19,9,6,5,102,71,27,1,84
17,15,8,2,7,98,53,32,2,86
16,5,2,1,4,200,12,13,10,55
11,1,5,3,5,156,7,13,7,41
11,5,2,4,6,135,35,20,5,45
8,8,1,3,7,199,69,20,1,41
3,12,9,3,3,108,49,25,6,60
15,8,5,6,7,59,62,23,9,71
7,7,6,6,6,132,1,37,1,48
4,7,10,5,6,67,19,38,1,54
3,5,3,6,4,126,68,9,6,32
9,3,3,4,3,91,44,13,9,45
12,20,1,1,6,71,47,10,8,65
2,6,9,1,4,152,97,25,1,52
2,11,8,1,5,151,99,11,8,56
5,11,2,6,7,99,73,35,10,61
14,20,10,4,5,180,84,21,2,87
12,16,9,2,7,105,27,33,5,81
20,9,1,2,3,80,65,18,8,74
6,1,9,4,6,119,79,17,7,51
16,8,9,4,5,171,71,38,7,89
1,15,8,4,7,105,4,17,8,48
11,19,6,1,7,57,62,30,10,87
16,4,10,4,7,118,56,2,9,64
4,11,7,3,6,183,93,13,1,48
20,4,4,1,6,162,51,7,7,62
18,10,1,6,7,44,51,6,9,60
14,18,8,1,3,124,31,23,8,85
18,6,4,3,6,129,97,25,6,76
15,5,7,1,7,114,2,37,2,65
3,3,5,6,7,74,78,21,5,39
7,8,10,6,6,193,25,27,2,54
3,3,1,4,3,151,9,7,8,20
1,4,2,5,5,100,68,5,8,25
16,14,7,4,4,142,45,22,4,76
9,19,9,6,5,191,30,17,10,73
12,3,1,2,7,170,92,23,6,54
6,4,2,5,3,83,62,40,3,50
4,7,8,6,7,189,45,29,1,46
10,5,10,4,7,179,34,36,5,67
18,12,10,2,5,156,92,23,1,87
11,8,9,2,7,66,57,7,2,55
12,19,5,5,7,57,82,24,9,83
12,10,6,2,7,137,79,27,9,76
4,12,2,3,5,143,19,15,10,43
3,1,7,4,6,144,38,32,7,45
1,1,3,2,7,159,76,13,3,24
2,4,10,5,3,114,76,23,1,46
11,14,9,2,3,129,94,9,4,71
20,15,8,4,6,56,26,16,7,84
6,2,6,2,7,153,42,22,5,43
19,6,2,4,6,189,37,7,10,59
17,1,1,1,5,186,97,35,9,73
11,19,2,4,4,100,75,24,10,77
8,4,1,2,5,164,15,27,3,37
6,10,8,1,5,57,48,25,1,56
5,19,5,6,6,189,100,16,7,64
12,20,4,6,5,92,45,5,3,58
19,16,4,2,6,64,25,2,3,64
13,18,1,4,5,100,92,7,1,59
16,16,3,6,4,112,57,35,8,85
20,3,3,1,5,105,32,8,9,61
5,13,9,4,5,43,44,25,6,64
13,16,5,2,5,171,14,39,1,73
12,17,1,2,6,140,10,35,1,62
7,6,4,3,7,43,42,27,3,47
17,20,5,3,6,83,79,23,9,93
19,18,9,1,4,101,58,40,8,110
17,8,8,3,3,107,98,6,9,77
12,12,9,3,5,54,69,24,5,77
1,11,3,6,6,194,39,39,2,43
2,11,4,3,3,200,30,4,6,32
4,4,10,5,3,92,4,21,1,39
11,7,8,5,6,142,6,38,8,68
6,19,8,4,3,104,95,19,1,68
12,17,3,3,7,85,5,16,8,61
6,1,2,6,3,103,18,1,8,22
3,9,4,6,3,104,60,26,5,47
2,9,3,2,3,61,76,10,2,35
20,16,7,6,6,87,17,15,10,84
20,12,8,3,3,146,93,11,8,88
15,12,5,4,5,127,95,20,1,70
11,2,10,6,6,100,44,37,2,63
8,5,3,2,4,48,9,33,8,53
10,4,5,5,7,108,74,3,10,48
10,17,10,6,3,149,47,11,7,71
4,15,8,4,5,181,33,12,1,46
12,7,5,4,7,119,20,1,6,43
3,15,5,6,6,86,55,19,9,55
3,5,10,2,6,123,6,16,3,38
12,10,3,5,3,191,33,21,7,58
4,16,7,3,6,49,73,26,7,68
14,1,9,6,5,171,77,1,9,56
4,17,1,1,5,87,24,9,3,38
14,2,7,4,4,80,43,13,9,59
14,20,5,5,5,112,11,22,8,76
9,8,6,2,7,101,74,8,7,54
4,8,9,6,7,53,98,1,8,49
12,4,10,4,6,165,53,17,10,67
3,11,3,3,4,142,94,21,3,47
3,18,7,1,3,83,67,16,5,61
18,18,8,6,5,157,27,1,10,77
7,2,9,3,7,47,51,38,2,58
18,19,3,3,3,94,4,3,3,62
4,3,7,1,3,60,66,5,3,36
6,14,6,5,3,177,27,22,7,57
20,19,8,4,6,186,31,34,9,101
11,11,1,6,7,40,24,28,4,52
10,4,6,5,3,104,97,2,3,46
19,1,6,5,3,112,53,2,7,57
1,4,6,3,6,72,13,7,9,29
7,15,3,5,6,88,82,13,2,50
5,14,2,6,5,157,100,22,2,51
17,20,4,5,3,104,62,38,2,90
8,6,2,3,4,120,80,40,9,66
17,8,1,1,5,105,3,33,3,62
19,19,8,4,7,66,23,38,5,97
18,19,10,4,5,56,77,11,6,92
17,17,5,2,3,41,31,28,8,87
20,11,9,5,5,120,56,38,7,97
18,19,9,2,6,159,81,37,10,111
17,14,9,6,6,198,63,16,3,77
15,4,2,3,6,123,4,29,8,57
7,19,5,2,3,181,45,35,6,74
15,17,5,3,3,111,54,26,4,79
16,17,7,3,6,149,80,21,9,90
19,16,4,3,3,197,66,5,2,69
12,10,8,6,3,48,88,40,3,82
9,10,7,1,7,178,87,36,8,78
19,13,1,6,3,192,83,9,1,62
14,2,3,6,5,104,2,1,5,33
19,1,4,2,4,156,65,31,7,73
3,5,2,4,4,69,65,4,5,27
4,9,9,5,3,124,7,31,5,54
12,5,10,2,4,133,17,16,2,55
9,8,4,4,4,85,79,1,10,51
7,9,1,1,3,97,58,13,9,48
19,17,2,3,3,105,95,20,2,81
20,1,3,2,7,153,50,40,9,78
15,12,6,3,5,45,11,9,5,60
19,17,6,2,6,75,78,14,8,89
4,20,6,6,6,134,81,36,7,75
3,8,5,5,3,171,67,32,6,53
7,3,3,6,6,83,74,2,8,35
9,16,1,5,6,98,10,19,2,45
14,18,8,2,4,127,19,8,1,65
20,12,3,1,6,150,79,2,2,65
3,13,1,4,3,177,79,2,2,31
10,4,4,6,7,113,36,12,6,41
13,17,4,6,3,62,67,17,5,70
7,6,3,2,6,54,12,1,5,29
4,12,2,3,4,115,77,8,2,38
17,10,5,6,5,153,3,16,4,59
14,4,9,6,6,114,84,40,8,83
13,18,1,1,7,74,35,1,2,50
6,8,6,2,3,95,27,11,9,48
20,6,10,6,5,88,87,13,3,77
15,7,7,2,4,125,6,17,4,59
8,10,5,2,3,58,47,14,1,48
15,20,6,4,7,54,41,20,10,85
2,20,7,6,4,182,52,31,4,63
11,7,2,2,5,96,4,36,4,54
4,20,9,2,4,100,7,24,2,61
3,7,6,2,6,135,37,5,7,35
14,7,10,5,4,104,37,29,3,71
15,16,4,6,6,99,63,38,5,83
17,12,5,5,7,180,59,15,2,65
20,19,5,6,4,121,95,3,1,77
1,14,5,6,5,43,70,16,7,48
10,7,10,3,6,48,61,15,2,59
3,11,6,1,7,75,92,26,10,65
16,4,3,5,3,105,95,22,3,63
20,14,9,3,7,131,10,14,6,80
9,14,8,6,4,160,62,38,9,82
13,10,1,5,7,136,39,35,3,59
18,5,1,6,5,107,65,6,6,52
13,17,3,1,7,189,13,38,2,70
7,1,10,3,5,93,2,33,9,57
12,2,7,3,6,72,79,20,1,55
7,6,10,3,7,119,69,38,9,74
7,18,2,1,5,97,8,11,9,52
6,15,9,4,3,143,54,13,1,56
16,9,8,4,6,166,34,18,10,74
10,3,4,1,5,48,70,6,9,49
5,18,1,5,5,152,96,20,9,61
18,6,6,4,4,143,30,39,9,83
14,18,10,6,3,150,77,11,8,84
17,18,8,1,5,159,51,28,8,95
12,10,10,3,6,60,85,7,3,65
16,10,5,6,7,157,26,31,7,72
7,16,4,6,3,120,53,33,7,68
20,19,9,6,3,113,30,8,10,89
6,4,1,3,4,82,4,1,2,16
6,5,5,3,3,192,5,36,7,51
12,4,9,1,7,136,21,21,3,56
9,15,8,6,3,127,17,9,6,57
11,15,6,3,5,144,23,34,8,76
13,2,4,1,6,187,78,17,5,54
8,7,1,4,7,139,82,13,3,40
14,12,6,1,3,87,36,27,2,71
10,18,2,3,6,85,2,2,5,45
9,11,9,1,5,46,29,19,4,62
2,10,8,4,5,53,84,12,5,49
14,13,1,3,4,96,83,18,6,67
20,6,2,2,6,97,73,16,1,62
11,14,10,6,4,159,6,31,10,79
11,5,10,5,6,164,15,2,6,47
16,18,6,5,5,178,45,11,4,71
19,10,8,2,7,159,95,27,6,91
13,16,2,4,3,199,63,14,10,69
4,6,8,4,6,128,38,36,5,55
19,17,3,3,4,115,80,3,8,77
11,8,6,6,4,82,37,39,8,72
6,18,9,2,4,199,43,23,4,68
6,16,3,3,5,195,81,27,8,66
5,19,6,1,3,127,79,33,3,73
18,20,5,6,7,102,20,26,10,88
2,11,1,4,4,79,23,32,8,45
16,13,8,3,4,184,52,39,4,88
15,13,3,3,5,119,93,3,8,66
4,7,2,3,6,191,72,20,4,39
17,6,4,2,3,88,21,32,4,68
8,20,5,2,5,94,20,20,5,63
17,12,2,1,3,84,62,7,3,62
13,19,7,1,7,95,49,8,10,77
19,11,4,2,6,157,61,27,3,77
14,16,5,2,7,55,45,36,9,87
7,1,8,5,7,152,49,25,8,52
12,14,4,5,6,100,84,3,9,63
15,11,9,3,7,181,27,11,4,64
20,16,3,1,4,191,85,33,2,90
1,11,9,1,7,56,100,35,8,71
1,12,1,6,6,146,13,19,7,32
7,14,4,1,3,68,31,21,10,62
16,6,4,4,6,121,71,8,2,53
9,4,10,2,6,86,79,32,7,72
8,6,4,1,5,71,21,39,8,61
17,4,7,4,4,79,18,38,6,75
7,14,6,3,5,132,73,18,5,61
2,11,6,3,4,57,58,8,9,46
6,16,5,6,4,188,25,30,9,64
12,18,1,4,6,84,50,21,4,63
4,8,10,5,4,71,44,6,10,50
17,3,10,4,7,124,87,38,10,92
2,20,2,4,5,44,38,7,10,47
2,15,9,4,4,92,24,8,3,44
13,19,5,5,5,83,61,2,3,62
5,13,3,5,3,60,44,37,2,55
3,11,10,2,7,168,18,26,2,51
18,4,2,4,4,154,7,36,7,66
2,7,8,3,3,110,36,7,10,43
12,20,3,2,5,137,44,10,1,59
14,13,10,6,7,66,29,22,3,72
19,19,6,6,3,172,1,29,2,81
16,18,1,4,5,66,23,10,5,62
5,7,8,4,4,62,98,36,7,70
6,4,2,1,5,49,88,30,10,57
17,12,2,4,7,166,21,17,6,61
14,1,8,3,3,155,65,16,2,56
17,6,6,5,3,60,44,32,4,73
11,12,7,1,4,154,2,4,5,51
4,16,8,6,5,188,29,38,9,70
19,16,7,3,6,143,52,35,7,96
20,2,5,4,6,157,49,32,6,73
8,1,7,3,6,199,81,24,6,54
6,12,7,1,3,131,4,6,1,40
4,20,4,3,3,45,55,36,10,75
13,18,10,4,3,148,84,20,10,93
19,18,4,2,5,157,24,31,3,83
15,10,2,6,6,162,20,27,3,57
13,9,5,1,3,98,65,22,7,70
15,9,6,6,3,137,36,22,7,68
11,3,3,5,4,164,77,16,3,46
3,13,6,3,6,157,98,23,4,57
16,6,3,3,7,78,31,4,5,48
20,7,6,5,7,73,57,29,4,78
20,7,4,2,7,103,4,28,4,68
19,10,2,1,4,90,98,36,10,93
16,15,9,4,6,99,23,34,1,81
9,10,1,1,3,199,53,33,1,54
5,4,5,6,6,135,33,29,10,49
1,14,10,6,7,147,71,15,7,55
7,6,2,5,7,194,10,11,9,34
7,15,4,3,6,96,93,16,3,58
6,7,5,4,5,81,26,12,4,38
16,1,8,1,5,114,71,13,2,60
19,3,4,2,5,159,1,32,3,63
17,17,3,4,7,135,30,38,2,79
10,12,3,4,4,43,56,27,1,58
19,2,3,4,6,68,46,33,7,70
7,2,10,4,5,42,4,4,3,34
8,16,5,5,7,88,75,38,5,74
11,14,3,3,4,184,14,21,5,57
4,3,1,1,3,78,6,22,1,25
9,10,4,3,4,165,16,14,6,48
18,4,3,5,3,63,36,29,2,62
10,13,2,1,4,43,56,37,2,66
15,14,1,3,3,182,40,24,3,64
18,13,6,3,4,111,12,25,3,74
10,5,9,1,6,179,30,9,2,47
5,6,6,4,4,116,93,22,9,58
17,4,3,3,4,186,22,26,3,57
3,12,8,4,5,109,49,36,10,68
2,12,5,3,4,46,81,5,9,47
20,1,1,1,4,133,12,13,4,49
17,8,3,6,4,83,75,8,6,61
12,20,8,2,7,166,70,5,9,77
2,11,8,2,6,87,44,3,10,46
20,16,7,3,5,100,47,24,3,87
16,20,4,6,5,121,86,18,4,80
11,9,7,3,5,152,54,27,2,63
7,15,3,4,7,135,18,22,6,52
14,10,6,1,3,127,58,34,2,75
11,1,6,1,5,170,81,20,10,62
4,11,4,3,7,89,14,19,3,38
5,12,3,1,3,85,35,2,3,35
6,16,9,2,7,163,72,2,4,56
20,10,1,2,4,47,95,14,6,74
4,18,9,6,6,192,25,24,1,56
12,14,1,2,4,149,79,31,1,66
15,9,6,6,7,96,64,11,9,67
12,16,9,1,7,155,48,39,6,89
13,5,4,3,3,169,35,23,8,59
10,8,4,6,4,111,82,24,3,57
8,20,7,5,7,53,40,13,3,61
19,12,6,2,4,46,81,18,10,89
16,10,7,1,4,197,97,12,2,71
3,1,7,3,7,89,77,10,6,37
14,14,2,1,5,50,56,30,10,79
15,5,2,1,3,58,90,28,4,67
19,4,9,6,3,83,30,35,3,78
9,6,2,5,4,182,12,39,7,53
17,14,8,4,7,72,72,13,1,74
4,14,1,4,3,114,60,22,5,48
11,16,3,2,7,158,56,39,6,76
5,13,4,3,3,196,16,40,8,62
12,17,9,2,3,81,73,16,7,82
13,4,10,3,3,159,77,5,3,58
4,16,7,1,4,100,50,3,8,53
8,13,9,3,4,176,20,26,8,68
11,18,6,5,7,196,86,13,1,64
4,9,10,4,6,133,85,37,8,73
8,17,1,5,3,134,97,34,9,75
5,9,2,1,5,42,86,1,7,40
14,10,7,4,5,76,13,3,4,52
12,1,9,5,3,162,56,34,10,73
3,1,5,4,7,92,94,9,2,29
4,8,2,1,7,53,81,12,1,35
9,9,7,3,7,150,31,29,9,65
7,2,3,1,7,166,8,31,6,42
8,20,7,1,3,200,100,9,5,71
3,15,3,3,5,121,52,15,1,40
4,3,1,6,4,55,83,11,8,34
1,16,5,5,4,62,29,3,4,35
15,15,1,2,3,175,67,29,6,76
